student_id,question_id,selected_option,correct_option,is_correct,status,attempted,key_concept,difficulty_tag
265300,Q3,B,D,False,Incorrect,True,,Easy
265300,Q4,C,C,True,Correct,True,,Medium
265300,Q5,A,A,True,Correct,True,,Easy
265300,Q6,B,B,True,Correct,True,,Easy
265300,Q7,B,B,True,Correct,True,,Easy
265300,Q8,D,D,True,Correct,True,,Easy
265300,Q9,C,C,True,Correct,True,,Easy
265300,Q10,A,A,True,Correct,True,,Medium
265300,Q11,A,B,False,Incorrect,True,,Hard
265300,Q12,C,B,False,Incorrect,True,,Hard
265300,Q13,B,A,False,Incorrect,True,,Medium
265300,Q14,B,B,True,Correct,True,,Easy
265300,Q15,D,D,True,Correct,True,,Medium
265300,Q16,B,A,False,Incorrect,True,,Easy
265300,Q17,D,D,True,Correct,True,,Easy
265300,Q18,C,B,False,Incorrect,True,,Hard
265300,Q19,A,A,True,Correct,True,,Easy
265300,Q20,C,C,True,Correct,True,,Easy
265300,Q21,B,B,True,Correct,True,,Easy
265300,Q22,B,B,True,Correct,True,,Easy
265300,Q23,B,B,True,Correct,True,,Easy
265300,Q24,A,D,False,Incorrect,True,,Hard
265300,Q25,A,C,False,Incorrect,True,,Hard
265300,Q26,C,C,True,Correct,True,,Easy
265300,Q27,A,A,True,Correct,True,,Medium
265300,Q28,B,A,False,Incorrect,True,,Medium
265300,Q29,A,D,False,Incorrect,True,,Hard
265300,Q30,A,A,True,Correct,True,,Easy
265300,Q31,B,B,True,Correct,True,,Easy
265300,Q32,D,D,True,Correct,True,,Easy
265300,Q33,B,B,True,Correct,True,,Easy
265300,Q34,A,A,True,Correct,True,,Easy
265300,Q35,D,D,True,Correct,True,,Easy
265300,Q36,A,D,False,Incorrect,True,,Hard
265300,Q37,C,C,True,Correct,True,,Hard
265300,Q38,D,D,True,Correct,True,,Easy
265300,Q39,B,B,True,Correct,True,,Hard
265300,Q40,B,B,True,Correct,True,,Medium
265300,Q41,D,D,True,Correct,True,,Easy
265300,Q42,B,B,True,Correct,True,,Easy
265300,Q43,C,C,True,Correct,True,,Easy
265300,Q44,D,D,True,Correct,True,,Easy
265300,Q45,B,B,True,Correct,True,,Medium
267200,Q1,D,A,False,Incorrect,True,,Hard
267200,Q2,A,A,True,Correct,True,,Easy
267200,Q3,D,D,True,Correct,True,,Easy
267200,Q4,C,C,True,Correct,True,,Medium
267200,Q5,C,A,False,Incorrect,True,,Easy
267200,Q6,B,B,True,Correct,True,,Easy
267200,Q7,B,B,True,Correct,True,,Easy
267200,Q8,D,D,True,Correct,True,,Easy
267200,Q9,C,C,True,Correct,True,,Easy
267200,Q10,A,A,True,Correct,True,,Medium
267200,Q11,C,B,False,Incorrect,True,,Hard
267200,Q12,B,B,True,Correct,True,,Hard
267200,Q13,D,A,False,Incorrect,True,,Medium
267200,Q14,B,B,True,Correct,True,,Easy
267200,Q15,C,D,False,Incorrect,True,,Medium
267200,Q16,A,A,True,Correct,True,,Easy
267200,Q17,D,D,True,Correct,True,,Easy
267200,Q18,A,B,False,Incorrect,True,,Hard
267200,Q19,A,A,True,Correct,True,,Easy
267200,Q20,B,C,False,Incorrect,True,,Easy
267200,Q21,B,B,True,Correct,True,,Easy
267200,Q22,B,B,True,Correct,True,,Easy
267200,Q23,B,B,True,Correct,True,,Easy
267200,Q24,A,D,False,Incorrect,True,,Hard
267200,Q25,B,C,False,Incorrect,True,,Hard
267200,Q26,C,C,True,Correct,True,,Easy
267200,Q27,A,A,True,Correct,True,,Medium
267200,Q28,A,A,True,Correct,True,,Medium
267200,Q29,B,D,False,Incorrect,True,,Hard
267200,Q30,A,A,True,Correct,True,,Easy
267200,Q31,B,B,True,Correct,True,,Easy
267200,Q32,D,D,True,Correct,True,,Easy
267200,Q33,B,B,True,Correct,True,,Easy
267200,Q34,A,A,True,Correct,True,,Easy
267200,Q35,D,D,True,Correct,True,,Easy
267200,Q36,D,D,True,Correct,True,,Hard
267200,Q37,C,C,True,Correct,True,,Hard
267200,Q38,D,D,True,Correct,True,,Easy
267200,Q39,C,B,False,Incorrect,True,,Hard
267200,Q40,B,B,True,Correct,True,,Medium
267200,Q41,D,D,True,Correct,True,,Easy
267200,Q42,B,B,True,Correct,True,,Easy
267200,Q43,C,C,True,Correct,True,,Easy
267200,Q44,D,D,True,Correct,True,,Easy
267200,Q45,A,B,False,Incorrect,True,,Medium
411503,Q1,C,A,False,Incorrect,True,,Hard
411503,Q2,A,A,True,Correct,True,,Easy
411503,Q3,D,D,True,Correct,True,,Easy
411503,Q4,C,C,True,Correct,True,,Medium
411503,Q5,A,A,True,Correct,True,,Easy
411503,Q6,B,B,True,Correct,True,,Easy
411503,Q7,B,B,True,Correct,True,,Easy
411503,Q8,D,D,True,Correct,True,,Easy
411503,Q9,C,C,True,Correct,True,,Easy
411503,Q10,B,A,False,Incorrect,True,,Medium
411503,Q11,A,B,False,Incorrect,True,,Hard
411503,Q12,C,B,False,Incorrect,True,,Hard
411503,Q13,A,A,True,Correct,True,,Medium
411503,Q14,B,B,True,Correct,True,,Easy
411503,Q15,C,D,False,Incorrect,True,,Medium
411503,Q16,A,A,True,Correct,True,,Easy
411503,Q17,D,D,True,Correct,True,,Easy
411503,Q18,C,B,False,Incorrect,True,,Hard
411503,Q19,A,A,True,Correct,True,,Easy
411503,Q20,C,C,True,Correct,True,,Easy
411503,Q21,B,B,True,Correct,True,,Easy
411503,Q22,B,B,True,Correct,True,,Easy
411503,Q23,B,B,True,Correct,True,,Easy
411503,Q24,A,D,False,Incorrect,True,,Hard
411503,Q25,B,C,False,Incorrect,True,,Hard
411503,Q26,C,C,True,Correct,True,,Easy
411503,Q27,A,A,True,Correct,True,,Medium
411503,Q28,A,A,True,Correct,True,,Medium
411503,Q29,C,D,False,Incorrect,True,,Hard
411503,Q30,A,A,True,Correct,True,,Easy
411503,Q31,B,B,True,Correct,True,,Easy
411503,Q32,D,D,True,Correct,True,,Easy
411503,Q33,B,B,True,Correct,True,,Easy
411503,Q34,A,A,True,Correct,True,,Easy
411503,Q35,D,D,True,Correct,True,,Easy
411503,Q36,B,D,False,Incorrect,True,,Hard
411503,Q37,C,C,True,Correct,True,,Hard
411503,Q38,D,D,True,Correct,True,,Easy
411503,Q39,D,B,False,Incorrect,True,,Hard
411503,Q40,C,B,False,Incorrect,True,,Medium
411503,Q41,D,D,True,Correct,True,,Easy
411503,Q42,B,B,True,Correct,True,,Easy
411503,Q43,C,C,True,Correct,True,,Easy
411503,Q44,D,D,True,Correct,True,,Easy
411503,Q45,B,B,True,Correct,True,,Medium
285500,Q1,C,A,False,Incorrect,True,,Hard
285500,Q2,A,A,True,Correct,True,,Easy
285500,Q3,D,D,True,Correct,True,,Easy
285500,Q4,B,C,False,Incorrect,True,,Medium
285500,Q5,A,A,True,Correct,True,,Easy
285500,Q6,B,B,True,Correct,True,,Easy
285500,Q7,B,B,True,Correct,True,,Easy
285500,Q8,D,D,True,Correct,True,,Easy
285500,Q9,C,C,True,Correct,True,,Easy
285500,Q10,B,A,False,Incorrect,True,,Medium
285500,Q11,A,B,False,Incorrect,True,,Hard
285500,Q12,A,B,False,Incorrect,True,,Hard
285500,Q13,A,A,True,Correct,True,,Medium
285500,Q14,B,B,True,Correct,True,,Easy
285500,Q15,A,D,False,Incorrect,True,,Medium
285500,Q16,B,A,False,Incorrect,True,,Easy
285500,Q17,D,D,True,Correct,True,,Easy
285500,Q18,D,B,False,Incorrect,True,,Hard
285500,Q19,A,A,True,Correct,True,,Easy
285500,Q20,C,C,True,Correct,True,,Easy
285500,Q21,B,B,True,Correct,True,,Easy
285500,Q22,B,B,True,Correct,True,,Easy
285500,Q23,B,B,True,Correct,True,,Easy
285500,Q24,A,D,False,Incorrect,True,,Hard
285500,Q25,B,C,False,Incorrect,True,,Hard
285500,Q26,C,C,True,Correct,True,,Easy
285500,Q27,B,A,False,Incorrect,True,,Medium
285500,Q28,A,A,True,Correct,True,,Medium
285500,Q29,C,D,False,Incorrect,True,,Hard
285500,Q30,A,A,True,Correct,True,,Easy
285500,Q31,B,B,True,Correct,True,,Easy
285500,Q32,D,D,True,Correct,True,,Easy
285500,Q33,A,B,False,Incorrect,True,,Easy
285500,Q34,A,A,True,Correct,True,,Easy
285500,Q35,D,D,True,Correct,True,,Easy
285500,Q36,C,D,False,Incorrect,True,,Hard
285500,Q37,B,C,False,Incorrect,True,,Hard
285500,Q38,D,D,True,Correct,True,,Easy
285500,Q39,B,B,True,Correct,True,,Hard
285500,Q40,B,B,True,Correct,True,,Medium
285500,Q41,D,D,True,Correct,True,,Easy
285500,Q42,B,B,True,Correct,True,,Easy
285500,Q43,C,C,True,Correct,True,,Easy
285500,Q44,D,D,True,Correct,True,,Easy
285500,Q45,B,B,True,Correct,True,,Medium
286600,Q1,C,A,False,Incorrect,True,,Hard
286600,Q2,B,A,False,Incorrect,True,,Easy
286600,Q3,,D,False,Unattempted,False,,Easy
286600,Q4,B,C,False,Incorrect,True,,Medium
286600,Q5,A,A,True,Correct,True,,Easy
286600,Q6,B,B,True,Correct,True,,Easy
286600,Q7,B,B,True,Correct,True,,Easy
286600,Q8,D,D,True,Correct,True,,Easy
286600,Q9,C,C,True,Correct,True,,Easy
286600,Q10,D,A,False,Incorrect,True,,Medium
286600,Q11,C,B,False,Incorrect,True,,Hard
286600,Q12,B,B,True,Correct,True,,Hard
286600,Q13,B,A,False,Incorrect,True,,Medium
286600,Q14,A,B,False,Incorrect,True,,Easy
286600,Q15,D,D,True,Correct,True,,Medium
286600,Q16,A,A,True,Correct,True,,Easy
286600,Q17,C,D,False,Incorrect,True,,Easy
286600,Q18,A,B,False,Incorrect,True,,Hard
286600,Q19,C,A,False,Incorrect,True,,Easy
286600,Q20,C,C,True,Correct,True,,Easy
286600,Q21,B,B,True,Correct,True,,Easy
286600,Q22,B,B,True,Correct,True,,Easy
286600,Q23,B,B,True,Correct,True,,Easy
286600,Q24,A,D,False,Incorrect,True,,Hard
286600,Q25,A,C,False,Incorrect,True,,Hard
286600,Q26,A,C,False,Incorrect,True,,Easy
286600,Q27,A,A,True,Correct,True,,Medium
286600,Q28,D,A,False,Incorrect,True,,Medium
286600,Q29,A,D,False,Incorrect,True,,Hard
286600,Q30,A,A,True,Correct,True,,Easy
286600,Q31,B,B,True,Correct,True,,Easy
286600,Q32,A,D,False,Incorrect,True,,Easy
286600,Q33,B,B,True,Correct,True,,Easy
286600,Q34,A,A,True,Correct,True,,Easy
286600,Q35,D,D,True,Correct,True,,Easy
286600,Q36,B,D,False,Incorrect,True,,Hard
286600,Q37,B,C,False,Incorrect,True,,Hard
286600,Q38,D,D,True,Correct,True,,Easy
286600,Q39,C,B,False,Incorrect,True,,Hard
286600,Q40,C,B,False,Incorrect,True,,Medium
286600,Q41,D,D,True,Correct,True,,Easy
286600,Q42,B,B,True,Correct,True,,Easy
286600,Q43,C,C,True,Correct,True,,Easy
286600,Q44,B,D,False,Incorrect,True,,Easy
286600,Q45,A,B,False,Incorrect,True,,Medium
279500,Q1,C,A,False,Incorrect,True,,Hard
279500,Q2,A,A,True,Correct,True,,Easy
279500,Q3,D,D,True,Correct,True,,Easy
279500,Q4,B,C,False,Incorrect,True,,Medium
279500,Q5,A,A,True,Correct,True,,Easy
279500,Q6,A,B,False,Incorrect,True,,Easy
279500,Q7,D,B,False,Incorrect,True,,Easy
279500,Q8,A,D,False,Incorrect,True,,Easy
279500,Q9,D,C,False,Incorrect,True,,Easy
279500,Q10,A,A,True,Correct,True,,Medium
279500,Q11,A,B,False,Incorrect,True,,Hard
279500,Q12,D,B,False,Incorrect,True,,Hard
279500,Q13,A,A,True,Correct,True,,Medium
279500,Q14,D,B,False,Incorrect,True,,Easy
279500,Q15,A,D,False,Incorrect,True,,Medium
279500,Q16,A,A,True,Correct,True,,Easy
279500,Q17,C,D,False,Incorrect,True,,Easy
279500,Q18,B,B,True,Correct,True,,Hard
279500,Q19,A,A,True,Correct,True,,Easy
279500,Q20,C,C,True,Correct,True,,Easy
279500,Q21,B,B,True,Correct,True,,Easy
279500,Q22,B,B,True,Correct,True,,Easy
279500,Q23,A,B,False,Incorrect,True,,Easy
279500,Q24,A,D,False,Incorrect,True,,Hard
279500,Q25,A,C,False,Incorrect,True,,Hard
279500,Q26,C,C,True,Correct,True,,Easy
279500,Q27,B,A,False,Incorrect,True,,Medium
279500,Q28,C,A,False,Incorrect,True,,Medium
279500,Q29,D,D,True,Correct,True,,Hard
279500,Q30,A,A,True,Correct,True,,Easy
279500,Q31,A,B,False,Incorrect,True,,Easy
279500,Q32,A,D,False,Incorrect,True,,Easy
279500,Q33,B,B,True,Correct,True,,Easy
279500,Q34,A,A,True,Correct,True,,Easy
279500,Q35,D,D,True,Correct,True,,Easy
279500,Q36,B,D,False,Incorrect,True,,Hard
279500,Q37,D,C,False,Incorrect,True,,Hard
279500,Q38,D,D,True,Correct,True,,Easy
279500,Q39,A,B,False,Incorrect,True,,Hard
279500,Q40,B,B,True,Correct,True,,Medium
279500,Q41,C,D,False,Incorrect,True,,Easy
279500,Q42,A,B,False,Incorrect,True,,Easy
279500,Q43,C,C,True,Correct,True,,Easy
279500,Q44,A,D,False,Incorrect,True,,Easy
279500,Q45,D,B,False,Incorrect,True,,Medium
